tier,portal,content_type,target_table,file_path,id,field,issue_type,severity,import_impact,ui_impact,pilot_impact,recommended_action,current_value_sample,notes
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-post-exam-eval.json,digital-exams-glossary-post-exam-eval,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-post-exam-eval.json,digital-exams-glossary-post-exam-eval,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-progress-analytics.json,digital-exams-glossary-progress-analytics,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-progress-analytics.json,digital-exams-glossary-progress-analytics,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-progress-analytics.json,digital-exams-glossary-progress-analytics,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-random-practice.json,digital-exams-glossary-random-practice,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-random-practice.json,digital-exams-glossary-random-practice,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-random-practice.json,digital-exams-glossary-random-practice,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-root-question-analysis.json,digital-exams-glossary-root-question-analysis,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-root-question-analysis.json,digital-exams-glossary-root-question-analysis,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-root-question-analysis.json,digital-exams-glossary-root-question-analysis,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-rushing-errors.json,digital-exams-glossary-rushing-errors,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-rushing-errors.json,digital-exams-glossary-rushing-errors,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-rushing-errors.json,digital-exams-glossary-rushing-errors,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-spaced-revision.json,digital-exams-glossary-spaced-revision,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-spaced-revision.json,digital-exams-glossary-spaced-revision,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-spaced-revision.json,digital-exams-glossary-spaced-revision,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-tech-check.json,digital-exams-glossary-tech-check,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-tech-check.json,digital-exams-glossary-tech-check,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-tech-check.json,digital-exams-glossary-tech-check,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-time-allocation.json,digital-exams-glossary-time-allocation,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-time-allocation.json,digital-exams-glossary-time-allocation,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-time-allocation.json,digital-exams-glossary-time-allocation,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-two-minute-rule.json,digital-exams-glossary-two-minute-rule,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-two-minute-rule.json,digital-exams-glossary-two-minute-rule,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,glossary,digital_exams_glossary,digital-exams-glossary-two-minute-rule.json,digital-exams-glossary-two-minute-rule,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-analyze-mistake.json,digital-exams-prompt-analyze-mistake,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-analyze-mistake.json,digital-exams-prompt-analyze-mistake,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-analyze-mistake.json,digital-exams-prompt-analyze-mistake,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-brainstorm-study-methods.json,digital-exams-prompt-brainstorm-study-methods,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-brainstorm-study-methods.json,digital-exams-prompt-brainstorm-study-methods,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-brainstorm-study-methods.json,digital-exams-prompt-brainstorm-study-methods,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-compare-concepts.json,digital-exams-prompt-compare-concepts,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-compare-concepts.json,digital-exams-prompt-compare-concepts,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-compare-concepts.json,digital-exams-prompt-compare-concepts,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-create-study-plan.json,digital-exams-prompt-create-study-plan,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-create-study-plan.json,digital-exams-prompt-create-study-plan,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-create-study-plan.json,digital-exams-prompt-create-study-plan,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-decode-trick-questions.json,digital-exams-prompt-decode-trick-questions,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-decode-trick-questions.json,digital-exams-prompt-decode-trick-questions,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-decode-trick-questions.json,digital-exams-prompt-decode-trick-questions,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-evaluate-essay-answer.json,digital-exams-prompt-evaluate-essay-answer,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-evaluate-essay-answer.json,digital-exams-prompt-evaluate-essay-answer,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-evaluate-essay-answer.json,digital-exams-prompt-evaluate-essay-answer,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-explain-concept-simply.json,digital-exams-prompt-explain-concept-simply,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-explain-concept-simply.json,digital-exams-prompt-explain-concept-simply,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-explain-concept-simply.json,digital-exams-prompt-explain-concept-simply,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-focus-improvement.json,digital-exams-prompt-focus-improvement,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-focus-improvement.json,digital-exams-prompt-focus-improvement,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-focus-improvement.json,digital-exams-prompt-focus-improvement,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-generate-mcq.json,digital-exams-prompt-generate-mcq,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-generate-mcq.json,digital-exams-prompt-generate-mcq,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-generate-mcq.json,digital-exams-prompt-generate-mcq,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-identify-keywords.json,digital-exams-prompt-identify-keywords,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-identify-keywords.json,digital-exams-prompt-identify-keywords,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-identify-keywords.json,digital-exams-prompt-identify-keywords,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-01.json,digital-exams-prompt-item-01,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-01.json,digital-exams-prompt-item-01,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-02.json,digital-exams-prompt-item-02,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-02.json,digital-exams-prompt-item-02,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-03.json,digital-exams-prompt-item-03,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-03.json,digital-exams-prompt-item-03,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-04.json,digital-exams-prompt-item-04,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-04.json,digital-exams-prompt-item-04,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-05.json,digital-exams-prompt-item-05,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-05.json,digital-exams-prompt-item-05,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-06.json,digital-exams-prompt-item-06,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-06.json,digital-exams-prompt-item-06,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-07.json,digital-exams-prompt-item-07,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-07.json,digital-exams-prompt-item-07,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-08.json,digital-exams-prompt-item-08,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-08.json,digital-exams-prompt-item-08,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-09.json,digital-exams-prompt-item-09,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-09.json,digital-exams-prompt-item-09,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-10.json,digital-exams-prompt-item-10,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-item-10.json,digital-exams-prompt-item-10,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-math-shortcuts.json,digital-exams-prompt-math-shortcuts,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-math-shortcuts.json,digital-exams-prompt-math-shortcuts,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-math-shortcuts.json,digital-exams-prompt-math-shortcuts,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-memorization-techniques.json,digital-exams-prompt-memorization-techniques,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-memorization-techniques.json,digital-exams-prompt-memorization-techniques,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-memorization-techniques.json,digital-exams-prompt-memorization-techniques,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-overcome-exam-anxiety.json,digital-exams-prompt-overcome-exam-anxiety,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-overcome-exam-anxiety.json,digital-exams-prompt-overcome-exam-anxiety,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-overcome-exam-anxiety.json,digital-exams-prompt-overcome-exam-anxiety,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-plan-last-week.json,digital-exams-prompt-plan-last-week,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-plan-last-week.json,digital-exams-prompt-plan-last-week,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-plan-last-week.json,digital-exams-prompt-plan-last-week,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-post-exam-reflection.json,digital-exams-prompt-post-exam-reflection,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-post-exam-reflection.json,digital-exams-prompt-post-exam-reflection,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-post-exam-reflection.json,digital-exams-prompt-post-exam-reflection,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-reading-comprehension.json,digital-exams-prompt-reading-comprehension,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-reading-comprehension.json,digital-exams-prompt-reading-comprehension,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-reading-comprehension.json,digital-exams-prompt-reading-comprehension,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-review-exam-results.json,digital-exams-prompt-review-exam-results,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-review-exam-results.json,digital-exams-prompt-review-exam-results,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-review-exam-results.json,digital-exams-prompt-review-exam-results,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-simulate-exam-scenario.json,digital-exams-prompt-simulate-exam-scenario,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-simulate-exam-scenario.json,digital-exams-prompt-simulate-exam-scenario,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-simulate-exam-scenario.json,digital-exams-prompt-simulate-exam-scenario,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-summarize-notes.json,digital-exams-prompt-summarize-notes,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-summarize-notes.json,digital-exams-prompt-summarize-notes,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-summarize-notes.json,digital-exams-prompt-summarize-notes,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-time-management-strategy.json,digital-exams-prompt-time-management-strategy,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-time-management-strategy.json,digital-exams-prompt-time-management-strategy,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
A,digital-exams,prompts,digital_exams_prompts,digital-exams-prompt-time-management-strategy.json,digital-exams-prompt-time-management-strategy,excerpt_en,Missing excerpt_en,MEDIUM,Safe for Import,Degrades EN UI Cards,Safe for draft pilot,Add excerpt_en,None,Expected in UI cards
A,digital-exams,resources,digital_exams_resources,digital-exams-resource-anki-flashcards.json,digital-exams-resource-anki-flashcards,title_en,Missing title_en,MEDIUM,Safe for Import,Degrades EN UI,Safe for draft pilot,Add title_en,None,Optional enrichment
A,digital-exams,resources,digital_exams_resources,digital-exams-resource-anki-flashcards.json,digital-exams-resource-anki-flashcards,excerpt_ar,Missing excerpt_ar,MEDIUM,Safe for Import,Degrades AR UI Cards,Safe for draft pilot,Add excerpt_ar,None,Expected in UI cards
